"id","contrato_id","plano_servico_id","quantidade","valor_unitario","valor_total","modalidade","valor_original","valor_negociado","desconto_percentual","tipo_desconto","valor_desconto","valor_final","economia","vigencia_desconto","periodo_desconto","apos_periodo","forma_pagamento","num_parcelas","valor_parcela","observacoes"
"308","207","40","1","1256.00","1256.00","recorrente","5000.00","1256.00","74.88",NULL,"0.00","1256.00","3744.00","permanente",,"valor_original","avista","2","0.00",NULL
"331","224","27","1","1697.00","1697.00","pontual","1697.00","1697.00","0.00",NULL,"0.00","1697.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"420","285","21","1","2500.00","2500.00","recorrente","2997.00","2500.00","16.58",NULL,"0.00","2500.00","497.00","permanente",,"valor_original","avista","2","0.00",NULL
"334","227","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"429","292","22","1","2500.00","2500.00","pontual","2750.00","2500.00","9.09",NULL,"0.00","2500.00","250.00","permanente",,"valor_original","avista","2","0.00",NULL
"345","235","40","1","5000.00","5000.00","pontual","5000.00","5000.00","0.00",NULL,"0.00","5000.00","0.00","permanente",,"valor_original","parcelado","2","0.00",NULL
"346","236","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"355","239","54","1","2997.00","2997.00","pontual","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"354","239","24","1","2700.00","2700.00","recorrente","3997.00","2700.00","32.45",NULL,"0.00","2700.00","1297.00","permanente",,"valor_original","avista","2","0.00",NULL
"353","239","21","1","3497.00","3497.00","recorrente","2997.00","3497.00","88.36",NULL,"0.00","3497.00","-500.00","permanente",,"valor_original","avista","2","0.00",NULL
"350","238","38","1","20000.00","20000.00","pontual","20000.00","20000.00","0.00",NULL,"0.00","20000.00","0.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"351","238","32","1","5000.00","5000.00","recorrente","2997.00","5000.00","83.32",NULL,"0.00","5000.00","-2003.00","permanente",,"valor_original","avista","2","0.00",NULL
"352","238","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"370","253","24","1","3997.00","3997.00","pontual","3997.00","3997.00","0.00",NULL,"0.00","3997.00","0.00","permanente",,"valor_original","parcelado","2","0.00",NULL
"395","269","23","1","4597.00","4597.00","recorrente","3997.00","4597.00","88.52",NULL,"0.00","4597.00","-600.00","permanente",,"valor_original","avista","2","0.00",NULL
"363","246","21","1","3997.00","3997.00","recorrente","2997.00","3997.00","66.73",NULL,"0.00","3997.00","-1000.00","permanente",,"valor_original","avista","2","0.00",NULL
"364","247","32","1","5000.00","5000.00","recorrente","2997.00","5000.00","83.32",NULL,"0.00","5000.00","-2003.00","permanente",,"valor_original","avista","2","0.00",NULL
"606","384","24","1","5200.00","5200.00","pontual","5497.00","5200.00","5.40",NULL,"0.00","5200.00","297.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"366","249","21","1","2000.00","2000.00","recorrente","2997.00","2000.00","33.27",NULL,"0.00","2000.00","997.00","permanente",,"valor_original","avista","2","0.00",NULL
"369","252","25","1","5997.00","5997.00","pontual","5997.00","5997.00","0.00",NULL,"0.00","5997.00","0.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"382","262","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"379","259","25","1","6497.00","6497.00","pontual","5997.00","6497.00","89.18",NULL,"0.00","6497.00","-500.00","permanente",,"valor_original","avista","2","0.00",NULL
"377","257","56","1","200.00","200.00","pontual","1500.00","200.00","86.67",NULL,"0.00","200.00","1300.00","permanente",,"valor_original","avista","2","0.00",NULL
"381","261","26","1","9997.00","9997.00","pontual","9997.00","9997.00","0.00",NULL,"0.00","9997.00","0.00","permanente",,"valor_original","parcelado","5","0.00",NULL
"383","262","24","1","5497.00","5497.00","pontual","3997.00","5497.00","86.26",NULL,"0.00","5497.00","-1500.00","permanente",,"valor_original","parcelado","2","0.00",NULL
"384","262","22","1","2750.00","2750.00","pontual","2750.00","2750.00","0.00",NULL,"0.00","2750.00","0.00","permanente",,"valor_original","parcelado","2","0.00",NULL
"526","345","22","1","2375.00","2375.00","recorrente","2750.00","2375.00","13.64",NULL,"0.00","2375.00","375.00","permanente",,"valor_original","avista","2","0.00",NULL
"387","265","21","1","2497.00","2497.00","recorrente","2997.00","2497.00","16.68",NULL,"0.00","2497.00","500.00","temporario","3","valor_original","avista","2","0.00",NULL
"388","266","21","1","3997.00","3997.00","recorrente","2997.00","3997.00","66.73",NULL,"0.00","3997.00","-1000.00","permanente",,"valor_original","avista","2","0.00",NULL
"389","266","22","1","2750.00","2750.00","recorrente","2750.00","2750.00","0.00",NULL,"0.00","2750.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"390","266","24","1","3997.00","3997.00","recorrente","3997.00","3997.00","0.00",NULL,"0.00","3997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"391","266","46","1","3000.00","3000.00","recorrente","5000.00","3000.00","40.00",NULL,"0.00","3000.00","2000.00","permanente",,"valor_original","avista","2","0.00",NULL
"392","266","44","1","56.00","56.00","recorrente","497.00","56.00","88.73",NULL,"0.00","56.00","441.00","permanente",,"valor_original","avista","2","0.00",NULL
"393","267","40","1","8000.00","8000.00","pontual","5000.00","8000.00","84.00",NULL,"0.00","8000.00","-3000.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"394","268","22","1","1997.00","1997.00","pontual","2750.00","1997.00","27.38",NULL,"0.00","1997.00","753.00","permanente",,"valor_original","avista","2","0.00",NULL
"396","269","40","1","10000.00","10000.00","pontual","5000.00","10000.00","80.00",NULL,"0.00","10000.00","-5000.00","permanente",,"valor_original","avista","2","0.00",NULL
"428","291","24","1","3997.00","3997.00","pontual","3997.00","3997.00","0.00",NULL,"0.00","3997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"406","276","21","1","2497.00","2497.00","recorrente","2997.00","2497.00","16.68",NULL,"0.00","2497.00","500.00","permanente",,"valor_original","avista","2","0.00",NULL
"407","276","22","1","1997.00","1997.00","recorrente","2750.00","1997.00","27.38",NULL,"0.00","1997.00","753.00","permanente",,"valor_original","avista","2","0.00",NULL
"740","480","38","1","15000.00","15000.00","pontual","20000.00","15000.00","25.00",NULL,"0.00","15000.00","5000.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"691","439","38","1","20000.00","20000.00","pontual","20000.00","20000.00","0.00",NULL,"0.00","20000.00","0.00","permanente",,"valor_original","parcelado","5","0.00",NULL
"416","281","39","1","20000.00","20000.00","pontual","10000.00","20000.00","80.00",NULL,"0.00","20000.00","-10000.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"425","289","40","1","3000.00","3000.00","pontual","5000.00","3000.00","40.00",NULL,"0.00","3000.00","2000.00","permanente",,"valor_original","parcelado","2","0.00",NULL
"527","345","22","1","2375.00","2375.00","recorrente","2750.00","2375.00","13.64",NULL,"0.00","2375.00","375.00","permanente",,"valor_original","avista","2","0.00",NULL
"435","296","21","1","4997.00","4997.00","recorrente","2997.00","4997.00","83.35",NULL,"0.00","4997.00","-2000.00","permanente",,"valor_original","avista","2","0.00",NULL
"421","286","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"422","287","21","1","3997.00","3997.00","recorrente","2997.00","3997.00","86.69",NULL,"0.00","3997.00","-1000.00","permanente",,"valor_original","avista","2","0.00",NULL
"423","287","22","1","2500.00","2500.00","recorrente","2750.00","2500.00","9.09",NULL,"0.00","2500.00","250.00","permanente",,"valor_original","avista","2","0.00",NULL
"424","288","24","1","3997.00","3997.00","pontual","3997.00","3997.00","0.00",NULL,"0.00","3997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"439","299","21","1","3997.00","3997.00","recorrente","2997.00","3997.00","66.73",NULL,"0.00","3997.00","-1000.00","permanente",,"valor_original","avista","2","0.00",NULL
"605","384","51","1","1997.00","1997.00","pontual","2997.00","1997.00","33.37",NULL,"0.00","1997.00","1000.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"594","380","38","1","15000.00","15000.00","pontual","20000.00","15000.00","25.00",NULL,"0.00","15000.00","5000.00","permanente",,"valor_original","avista","2","0.00",NULL
"445","303","53","1","3000.00","3000.00","recorrente","3000.00","3000.00","0.00",NULL,"0.00","3000.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"446","304","21","1","3500.00","3500.00","recorrente","2997.00","3500.00","88.32",NULL,"0.00","3500.00","-503.00","permanente",,"valor_original","avista","2","0.00",NULL
"447","304","54","1","2000.00","2000.00","pontual","2997.00","2000.00","33.27",NULL,"0.00","2000.00","997.00","permanente",,"valor_original","avista","2","0.00",NULL
"448","305","38","1","15000.00","15000.00","pontual","20000.00","15000.00","25.00",NULL,"0.00","15000.00","5000.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"449","305","38","1","15000.00","15000.00","pontual","20000.00","15000.00","25.00",NULL,"0.00","15000.00","5000.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"450","306","59","1","12000.00","12000.00","pontual","2000.00","12000.00","0.00",NULL,"0.00","12000.00","-10000.00","permanente",,"valor_original","parcelado","2","0.00",NULL
"451","307","59","1","12000.00","12000.00","pontual","2000.00","12000.00","0.00",NULL,"0.00","12000.00","-10000.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"695","442","21","1","3997.00","3997.00","recorrente","2997.00","3997.00","66.73",NULL,"0.00","3997.00","-1000.00","permanente",,"valor_original","avista","2","0.00",NULL
"520","339","24","1","3997.00","3997.00","pontual","5497.00","3997.00","27.29",NULL,"0.00","3997.00","1500.00","permanente",,"valor_original","parcelado","2","0.00",NULL
"515","338","38","1","11400.00","11400.00","pontual","20000.00","11400.00","43.00",NULL,"0.00","11400.00","8600.00","permanente",,"valor_original","parcelado","6","0.00",NULL
"500","329","24","1","5000.00","5000.00","recorrente","5497.00","5000.00","9.04",NULL,"0.00","5000.00","497.00","permanente",,"valor_original","avista","2","0.00",NULL
"481","320","24","1","5497.00","5497.00","pontual","5497.00","5497.00","0.00",NULL,"0.00","5497.00","0.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"480","320","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"511","335","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"510","335","22","1","2500.00","2500.00","recorrente","2750.00","2500.00","9.09",NULL,"0.00","2500.00","250.00","permanente",,"valor_original","avista","2","0.00",NULL
"607","385","21","1","2500.00","2500.00","recorrente","2997.00","2500.00","16.58",NULL,"0.00","2500.00","497.00","temporario","3","valor_original","avista","2","0.00",NULL
"486","323","46","1","497.00","497.00","recorrente","5000.00","497.00","90.06",NULL,"0.00","497.00","4503.00","permanente",,"valor_original","avista","2","0.00",NULL
"485","323","51","1","2100.00","2100.00","pontual","2997.00","2100.00","29.93",NULL,"0.00","2100.00","897.00","permanente",,"valor_original","avista","2","0.00",NULL
"487","323","52","1","1597.00","1597.00","recorrente","2000.00","1597.00","20.15",NULL,"0.00","1597.00","403.00","permanente",,"valor_original","avista","2","0.00",NULL
"495","326","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"593","379","22","1","2750.00","2750.00","recorrente","2750.00","2750.00","0.00",NULL,"0.00","2750.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"592","379","24","1","5497.00","5497.00","pontual","5497.00","5497.00","0.00",NULL,"0.00","5497.00","0.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"591","378","24","1","5497.00","5497.00","pontual","5497.00","5497.00","0.00",NULL,"0.00","5497.00","0.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"496","326","24","1","5497.00","5497.00","pontual","5497.00","5497.00","0.00",NULL,"0.00","5497.00","0.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"690","438","24","1","21998.00","21998.00","pontual","5497.00","21998.00","60.00",NULL,"0.00","21998.00","-16501.00","permanente",,"valor_original","parcelado","12","0.00",NULL
"498","328","59","1","500.00","500.00","pontual","2000.00","500.00","75.00",NULL,"0.00","500.00","1500.00","permanente",,"valor_original","avista","2","0.00",NULL
"499","328","21","1","2500.00","2500.00","recorrente","2997.00","2500.00","16.58",NULL,"0.00","2500.00","497.00","temporario","3","valor_original","avista","2","0.00",NULL
"504","333","24","1","3500.00","3500.00","pontual","5497.00","3500.00","36.33",NULL,"0.00","3500.00","1997.00","permanente",,"valor_original","avista","2","0.00",NULL
"563","363","24","1","5497.00","5497.00","recorrente","5497.00","5497.00","0.00",NULL,"0.00","5497.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"562","363","22","1","2997.00","2997.00","recorrente","2750.00","2997.00","89.13",NULL,"0.00","2997.00","-247.00","permanente",,"valor_original","avista","2","0.00",NULL
"561","363","21","1","3997.00","3997.00","recorrente","2997.00","3997.00","66.73",NULL,"0.00","3997.00","-1000.00","permanente",,"valor_original","avista","2","0.00",NULL
"560","362","24","1","3997.00","3997.00","pontual","5497.00","3997.00","27.29",NULL,"0.00","3997.00","1500.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"559","361","25","1","6497.00","6497.00","pontual","6497.00","6497.00","0.00",NULL,"0.00","6497.00","0.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"513","336","27","1","1700.00","1700.00","recorrente","1997.00","1700.00","14.87",NULL,"0.00","1700.00","297.00","temporario","2","valor_original","avista","2","0.00",NULL
"529","345","22","1","2375.00","2375.00","recorrente","2750.00","2375.00","13.64",NULL,"0.00","2375.00","375.00","permanente",,"valor_original","avista","2","0.00",NULL
"516","338","19","1","7597.50","7597.50","pontual","1500.00","7597.50","0.00",NULL,"0.00","7597.50","-6097.50","permanente",,"valor_original","parcelado","6","0.00",NULL
"517","338","21","1","2697.30","2697.30","recorrente","2997.00","2697.30","10.00",NULL,"0.00","2697.30","299.70","permanente",,"valor_original","avista","2","0.00",NULL
"518","338","22","1","2475.00","2475.00","recorrente","2750.00","2475.00","10.00",NULL,"0.00","2475.00","275.00","permanente",,"valor_original","avista","2","0.00",NULL
"519","338","24","1","4941.00","4941.00","recorrente","5497.00","4941.00","10.11",NULL,"0.00","4941.00","556.00","permanente",,"valor_original","avista","2","0.00",NULL
"522","341","21","1","2400.00","2400.00","recorrente","2997.00","2400.00","19.92",NULL,"0.00","2400.00","597.00","temporario","1","valor_original","avista","2","0.00",NULL
"530","346","22","1","2375.00","2375.00","recorrente","2750.00","2375.00","13.64",NULL,"0.00","2375.00","375.00","permanente",,"valor_original","avista","2","0.00",NULL
"531","346","22","1","2375.00","2375.00","recorrente","2750.00","2375.00","13.64",NULL,"0.00","2375.00","375.00","permanente",,"valor_original","avista","2","0.00",NULL
"532","346","22","1","2375.00","2375.00","recorrente","2750.00","2375.00","13.64",NULL,"0.00","2375.00","375.00","permanente",,"valor_original","avista","2","0.00",NULL
"533","346","22","1","2375.00","2375.00","recorrente","2750.00","2375.00","13.64",NULL,"0.00","2375.00","375.00","permanente",,"valor_original","avista","2","0.00",NULL
"534","346","26","1","10997.00","10997.00","pontual","11997.00","10997.00","8.34",NULL,"0.00","10997.00","1000.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"535","347","60","1","12000.00","12000.00","pontual","10000.00","12000.00","88.00",NULL,"0.00","12000.00","-2000.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"536","348","22","1","2375.00","2375.00","recorrente","2750.00","2375.00","13.64",NULL,"0.00","2375.00","375.00","permanente",,"valor_original","avista","2","0.00",NULL
"537","348","22","1","2375.00","2375.00","recorrente","2750.00","2375.00","13.64",NULL,"0.00","2375.00","375.00","permanente",,"valor_original","avista","2","0.00",NULL
"538","348","22","1","2375.00","2375.00","recorrente","2750.00","2375.00","13.64",NULL,"0.00","2375.00","375.00","permanente",,"valor_original","avista","2","0.00",NULL
"539","348","22","1","2375.00","2375.00","recorrente","2750.00","2375.00","13.64",NULL,"0.00","2375.00","375.00","permanente",,"valor_original","avista","2","0.00",NULL
"540","348","26","1","10997.00","10997.00","pontual","11997.00","10997.00","8.34",NULL,"0.00","10997.00","1000.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"696","442","54","1","1500.00","1500.00","pontual","2997.00","1500.00","49.95",NULL,"0.00","1500.00","1497.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"543","350","21","1","2497.00","2497.00","recorrente","2997.00","2497.00","16.68",NULL,"0.00","2497.00","500.00","permanente",,"valor_original","avista","2","0.00",NULL
"545","352","22","1","2750.00","2750.00","recorrente","2750.00","2750.00","0.00",NULL,"0.00","2750.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"547","354","25","1","6000.00","6000.00","pontual","6497.00","6000.00","7.65",NULL,"0.00","6000.00","497.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"549","356","21","1","3997.00","3997.00","recorrente","2997.00","3997.00","86.69",NULL,"0.00","3997.00","-1000.00","permanente",,"valor_original","avista","2","0.00",NULL
"550","357","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"551","357","51","1","2997.00","2997.00","pontual","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","parcelado","5","0.00",NULL
"552","357","25","1","6497.00","6497.00","pontual","6497.00","6497.00","0.00",NULL,"0.00","6497.00","0.00","permanente",,"valor_original","parcelado","5","0.00",NULL
"553","358","24","1","3997.00","3997.00","recorrente","5497.00","3997.00","27.29",NULL,"0.00","3997.00","1500.00","permanente",,"valor_original","avista","2","0.00",NULL
"554","359","40","1","5000.00","5000.00","pontual","5000.00","5000.00","0.00",NULL,"0.00","5000.00","0.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"590","378","22","1","2475.00","2475.00","recorrente","2750.00","2475.00","10.00",NULL,"0.00","2475.00","275.00","temporario","3","valor_original","avista","2","0.00",NULL
"589","378","21","1","2697.30","2697.30","recorrente","2997.00","2697.30","10.00",NULL,"0.00","2697.30","299.70","temporario","3","valor_original","avista","2","0.00",NULL
"588","377","24","1","4380.00","4380.00","pontual","5497.00","4380.00","20.32",NULL,"0.00","4380.00","1117.00","permanente",,"valor_original","parcelado","10","0.00",NULL
"565","364","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"564","363","54","1","2997.00","2997.00","pontual","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"569","366","22","1","2750.00","2750.00","recorrente","2750.00","2750.00","0.00",NULL,"0.00","2750.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"570","366","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"571","367","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"572","367","22","1","2500.00","2500.00","recorrente","2750.00","2500.00","9.09",NULL,"0.00","2500.00","250.00","permanente",,"valor_original","avista","2","0.00",NULL
"573","367","40","1","5000.00","5000.00","pontual","5000.00","5000.00","0.00",NULL,"0.00","5000.00","0.00","permanente",,"valor_original","parcelado","2","0.00",NULL
"675","425","25","1","6497.00","6497.00","pontual","6497.00","6497.00","0.00",NULL,"0.00","6497.00","0.00","permanente",,"valor_original","parcelado","5","0.00",NULL
"580","372","22","1","2497.00","2497.00","recorrente","2750.00","2497.00","9.20",NULL,"0.00","2497.00","253.00","permanente",,"valor_original","avista","2","0.00",NULL
"576","369","22","1","2750.00","2750.00","recorrente","2750.00","2750.00","0.00",NULL,"0.00","2750.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"577","369","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"581","373","24","1","5497.00","5497.00","pontual","5497.00","5497.00","0.00",NULL,"0.00","5497.00","0.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"582","374","24","1","5000.00","5000.00","pontual","5497.00","5000.00","9.04",NULL,"0.00","5000.00","497.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"583","374","40","1","5000.00","5000.00","pontual","5000.00","5000.00","0.00",NULL,"0.00","5000.00","0.00","permanente",,"valor_original","parcelado","4","0.00",NULL
"584","375","22","1","2750.00","2750.00","recorrente","2750.00","2750.00","0.00",NULL,"0.00","2750.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"585","375","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"586","375","25","1","6497.00","6497.00","pontual","6497.00","6497.00","0.00",NULL,"0.00","6497.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"604","384","21","1","2997.00","2997.00","recorrente","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"677","427","43","1","3000.00","3000.00","recorrente","2497.00","3000.00","87.99",NULL,"0.00","3000.00","-503.00","permanente","1","valor_original","avista","2","0.00",NULL
"676","426","32","1","10000.00","10000.00","recorrente","2997.00","10000.00","66.63",NULL,"0.00","10000.00","-7003.00","permanente",,"valor_original","avista","2","0.00",NULL
"682","431","64","1","25000.00","25000.00","recorrente","25000.00","25000.00","0.00",NULL,"0.00","25000.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"601","383","21","1","3997.00","3997.00","recorrente","2997.00","3997.00","66.73",NULL,"0.00","3997.00","-1000.00","permanente",,"valor_original","avista","2","0.00",NULL
"602","383","22","1","2997.00","2997.00","recorrente","2750.00","2997.00","89.13",NULL,"0.00","2997.00","-247.00","permanente",,"valor_original","avista","2","0.00",NULL
"603","383","54","1","2997.00","2997.00","pontual","2997.00","2997.00","0.00",NULL,"0.00","2997.00","0.00","permanente",,"valor_original","avista","2","0.00",NULL
"608","385","23","1","3997.00","3997.00","pontual","3997.00","3997.00","0.00",NULL,"0.00","3997.00","0.00","permanente",,"valor_original","parcelado","3","0.00",NULL
"617","390","56","1","1150.00","1150.00","pontual","1500.00","1150.00","23.33",NULL,"0.00","1150.00","350.00","permanente",,"valor_original","avista","2","0.00",NULL
